Columnas: {
 Generacion
 Mejor en la historia
 Generacion del mejor en la historia
 Mejor en generacion actual
 Peor en generacion actual
 Media
 Desviacion estandar
 Medida OnLine
 MedidaOffLine
}
    0	     3.986265	    0	     3.986265	    47.555080	    16.973094	     9.567529	    16.973094	     3.986265	
    1	     2.712449	    1	     2.712449	    30.470292	    11.180175	     6.061981	    14.076634	     3.349357	
    2	     2.712449	    1	     2.712449	    36.450640	     7.499680	     3.993878	    11.884316	     3.137054	
    3	     2.712449	    1	     2.712449	    22.227743	     5.843207	     2.898531	    10.374039	     3.030903	
    4	     2.485191	    4	     2.485191	    23.775747	     4.984234	     2.841497	     9.296078	     2.921760	
    5	     2.485191	    4	     2.485191	    18.560937	     4.455765	     2.194045	     8.489359	     2.848999	
    6	     2.473772	    6	     2.473772	    20.418211	     4.260665	     2.490306	     7.885260	     2.795395	
    7	     2.473772	    6	     2.473772	    23.499432	     4.412732	     2.870373	     7.451194	     2.755192	
    8	     2.362307	    8	     2.362307	    16.188857	     3.819530	     1.852881	     7.047676	     2.711538	
    9	     2.160528	    9	     2.160528	    17.559276	     3.662993	     1.928689	     6.709207	     2.656437	
   10	     2.160528	    9	     2.160528	    26.375121	     3.775282	     2.353199	     6.442487	     2.611355	
   11	     2.083897	   11	     2.083897	    20.343824	     3.707943	     2.162462	     6.214608	     2.567400	
   12	     2.083897	   11	     2.083897	    20.051472	     4.010545	     2.620453	     6.045065	     2.530207	
   13	     2.083897	   11	     2.083897	    27.315895	     3.977637	     2.969097	     5.897392	     2.498328	
   14	     2.083897	   11	     2.083897	    19.131129	     3.852572	     2.774639	     5.761070	     2.470699	
   15	     2.011309	   15	     2.011309	    19.909174	     3.768081	     2.446262	     5.636508	     2.441987	
   16	     1.967370	   16	     1.967370	    17.345729	     3.698715	     2.510426	     5.522521	     2.414069	
   17	     1.967370	   16	     1.967370	    16.193714	     3.688937	     2.272995	     5.420655	     2.389252	
   18	     1.967370	   16	     1.967370	    19.938120	     3.729071	     2.403030	     5.331624	     2.367048	
   19	     1.967370	   16	     1.967370	    14.197630	     3.465181	     2.266316	     5.238302	     2.347064	
   20	     1.961207	   20	     1.961207	    31.517626	     3.659837	     3.048767	     5.163137	     2.328690	
   21	     1.919428	   21	     1.919428	    28.505603	     3.607805	     2.825997	     5.092440	     2.310087	
   22	     1.902909	   22	     1.902909	    17.776183	     3.621123	     2.766217	     5.028470	     2.292384	
   23	     1.888752	   23	     1.888752	    17.981499	     3.647897	     2.472474	     4.970946	     2.275566	
   24	     1.888752	   23	     1.888752	    17.792088	     3.524279	     2.526182	     4.913079	     2.260093	
   25	     1.858214	   25	     1.858214	    22.911285	     3.291111	     2.261696	     4.850696	     2.244636	
   26	     1.858214	   25	     1.858214	    21.780523	     3.465743	     2.553290	     4.799401	     2.230324	
   27	     1.819511	   27	     1.819511	    23.589048	     3.363255	     2.298104	     4.748110	     2.215652	
   28	     1.819511	   27	     1.819511	    12.081308	     3.239654	     2.014567	     4.696095	     2.201992	
   29	     1.819511	   27	     1.819511	    28.612048	     3.287240	     2.708194	     4.649133	     2.189243	
   30	     1.819511	   27	     1.819511	    33.916508	     3.412214	     3.185896	     4.609232	     2.177316	
   31	     1.819511	   27	     1.819511	    16.773977	     3.325940	     2.458682	     4.569129	     2.166135	
   32	     1.819511	   27	     1.819511	    13.922037	     3.178332	     2.273498	     4.526984	     2.155631	
   33	     1.817347	   33	     1.817347	    26.064879	     3.296423	     2.630963	     4.490791	     2.145681	
   34	     1.817347	   33	     1.817347	    16.695610	     2.977228	     2.001890	     4.447546	     2.136300	
   35	     1.817347	   33	     1.817347	    18.299084	     3.139198	     2.347585	     4.411203	     2.127441	
   36	     1.817347	   33	     1.817347	    35.536058	     3.222089	     2.933579	     4.379065	     2.119060	
   37	     1.813093	   37	     1.813093	    14.190446	     3.006413	     2.128109	     4.342943	     2.111008	
   38	     1.813093	   37	     1.813093	    21.222766	     3.236260	     2.720480	     4.314566	     2.103369	
   39	     1.813093	   37	     1.813093	    20.293888	     3.155201	     2.638969	     4.285582	     2.096112	
   40	     1.813093	   37	     1.813093	    33.647425	     3.149102	     2.802700	     4.257863	     2.089209	
   41	     1.813073	   41	     1.813073	    27.080705	     2.918971	     2.474232	     4.225985	     2.082635	
   42	     1.811995	   42	     1.811995	    24.483821	     2.937437	     2.355158	     4.196018	     2.076341	
   43	     1.810363	   43	     1.810363	    13.888485	     2.968965	     2.330601	     4.168131	     2.070296	
   44	     1.808942	   44	     1.808942	    19.013584	     3.040671	     2.057799	     4.143076	     2.064488	
