Columnas: {
Generacion
a
b
c
d
Sw0
Sg0
}
1 	0.326219 	88.818323 	0.662056 	0.115056 	75.945311 	244.407483 	
2 	0.344465 	18.926325 	0.710307 	0.091101 	28.854870 	297.308792 	
3 	0.344465 	18.926325 	0.710307 	0.091101 	28.854870 	297.308792 	
4 	0.344465 	18.926325 	0.710307 	0.091101 	28.854870 	297.308792 	
5 	0.029669 	312.904752 	0.457128 	0.146062 	21.637623 	294.747765 	
6 	0.029669 	312.904752 	0.457128 	0.146062 	21.637623 	294.747765 	
7 	0.277942 	24.106606 	0.817201 	0.349333 	80.194340 	72.359386 	
8 	0.277942 	24.106606 	0.817201 	0.349333 	80.194340 	72.359386 	
9 	0.360466 	10.000000 	0.818671 	0.088515 	65.995177 	304.386793 	
10 	0.264149 	10.000000 	0.719218 	0.171704 	38.053876 	137.857922 	
11 	0.264149 	10.000000 	0.719218 	0.171704 	38.053876 	137.857922 	
12 	0.325071 	10.000000 	0.815593 	0.121205 	50.815434 	229.393896 	
13 	0.325071 	10.000000 	0.815593 	0.121205 	50.815434 	229.393896 	
14 	0.325071 	10.000000 	0.815593 	0.121205 	50.815434 	229.393896 	
15 	0.325071 	10.000000 	0.815593 	0.121205 	50.815434 	229.393896 	
16 	0.228823 	10.000000 	0.793566 	0.142308 	0.000000 	249.200839 	
17 	0.148467 	10.000000 	0.846937 	0.149792 	50.569276 	175.147937 	
18 	0.148467 	10.000000 	0.846937 	0.149792 	50.569276 	175.147937 	
19 	0.148467 	10.000000 	0.846937 	0.149792 	50.569276 	175.147937 	
20 	0.148467 	10.000000 	0.846937 	0.149792 	50.569276 	175.147937 	
21 	0.160192 	10.922095 	0.855467 	0.157633 	50.361509 	170.845720 	
22 	0.264974 	10.040282 	0.847154 	0.254109 	50.683413 	89.685744 	
23 	0.155012 	10.000000 	0.855691 	0.161606 	42.313493 	177.556874 	
24 	0.162299 	10.396748 	0.845511 	0.224580 	41.779969 	110.210565 	
25 	0.162299 	10.396748 	0.845511 	0.224580 	41.779969 	110.210565 	
26 	0.021430 	10.755616 	0.890826 	0.193734 	45.587569 	141.958780 	
27 	0.021430 	10.755616 	0.890826 	0.193734 	45.587569 	141.958780 	
28 	0.202274 	10.742645 	0.900000 	0.225031 	41.901693 	128.095233 	
29 	0.202274 	10.742645 	0.900000 	0.225031 	41.901693 	128.095233 	
30 	0.202274 	10.742645 	0.900000 	0.225031 	41.901693 	128.095233 	
31 	0.202274 	10.742645 	0.900000 	0.225031 	41.901693 	128.095233 	
32 	0.202274 	10.742645 	0.900000 	0.225031 	41.901693 	128.095233 	
33 	0.202274 	10.742645 	0.900000 	0.225031 	41.901693 	128.095233 	
34 	0.225380 	10.898571 	0.897865 	0.211699 	0.000000 	187.039030 	
35 	0.225380 	10.898571 	0.897865 	0.211699 	0.000000 	187.039030 	
36 	0.225380 	10.898571 	0.897865 	0.211699 	0.000000 	187.039030 	
37 	0.225380 	10.898571 	0.897865 	0.211699 	0.000000 	187.039030 	
38 	0.159755 	11.338023 	0.896493 	0.221439 	11.690864 	162.083195 	
39 	0.159755 	11.338023 	0.896493 	0.221439 	11.690864 	162.083195 	
40 	0.159755 	11.338023 	0.896493 	0.221439 	11.690864 	162.083195 	
41 	0.159755 	11.338023 	0.896493 	0.221439 	11.690864 	162.083195 	
42 	0.561401 	11.071029 	0.896677 	0.217623 	16.102106 	169.177594 	
43 	0.194061 	11.074409 	0.896844 	0.220340 	13.631887 	162.118249 	
44 	0.151001 	11.312812 	0.896616 	0.227761 	20.320719 	151.981088 	
45 	0.381197 	10.869559 	0.898030 	0.226252 	10.459279 	163.120954 	
46 	0.381197 	10.869559 	0.898030 	0.226252 	10.459279 	163.120954 	
47 	0.381197 	10.869559 	0.898030 	0.226252 	10.459279 	163.120954 	
48 	0.381197 	10.869559 	0.898030 	0.226252 	10.459279 	163.120954 	
49 	0.487554 	10.869559 	0.898030 	0.226252 	10.459279 	163.120954 	
50 	0.487554 	10.869559 	0.898030 	0.226252 	10.459279 	163.120954 	
51 	0.744525 	10.936992 	0.899222 	0.231121 	10.672921 	163.914731 	
52 	0.744525 	10.936992 	0.899222 	0.231121 	10.672921 	163.914731 	
53 	0.641651 	11.333741 	0.898231 	0.234628 	9.482944 	162.644023 	
54 	0.641651 	11.333741 	0.898231 	0.234628 	9.482944 	162.644023 	
