Columnas: {
 1. Generacion
Caudal 1
Caudal 2
Caudal 3
Caudal 4
Caudal 5
Caudal 6
Caudal 7
Caudal 8
Caudal 9
Caudal 10
Caudal 11
Caudal 12
}
1 	185.735443 	85.991815 	61.302601 	65.540368 	63.688733 	46.097880 	39.117680 	41.897316 	49.922654 	47.133619 	30.851166 	19.567474 	
2 	304.599618 	132.793870 	86.828434 	83.431268 	77.233685 	54.751312 	45.106547 	47.618562 	56.510934 	53.443794 	34.297635 	20.541907 	
3 	109.592749 	52.467380 	37.897308 	40.956930 	43.307306 	33.421452 	28.735445 	30.524196 	36.951456 	36.340607 	25.368516 	17.079360 	
4 	104.128207 	45.421860 	42.075721 	50.048077 	51.196545 	43.708662 	41.514969 	43.484558 	47.596221 	45.821378 	37.519402 	31.886667 	
5 	43.999371 	12.690324 	16.226534 	47.655868 	48.522256 	29.150892 	29.291834 	39.159802 	51.600819 	45.671102 	24.627155 	14.921081 	
6 	52.544217 	36.984587 	34.222604 	53.794198 	58.412004 	43.569074 	39.971339 	45.636120 	55.241336 	52.151703 	34.809013 	23.357639 	
7 	150.353899 	78.766647 	60.450717 	60.955729 	61.029861 	51.499370 	45.753012 	46.053771 	50.965914 	50.796681 	40.839774 	30.959386 	
8 	41.957574 	31.458861 	29.831838 	45.985294 	52.435782 	41.905263 	38.895822 	43.556936 	52.053024 	50.637473 	36.599244 	26.311397 	
9 	14.897563 	13.910705 	15.511497 	29.132091 	39.585152 	37.208800 	36.341041 	40.225202 	47.861958 	49.570762 	40.536149 	30.978531 	
10 	52.227979 	21.049943 	19.329751 	28.984615 	33.307187 	28.245608 	27.510550 	30.975113 	36.581751 	36.526932 	29.334660 	24.242705 	
11 	45.126037 	37.908396 	34.723525 	44.559987 	50.776685 	44.499944 	41.681365 	44.442993 	50.927637 	51.074824 	40.932912 	31.726046 	
12 	68.998172 	53.921651 	45.933077 	53.041290 	57.379286 	49.772020 	45.775914 	47.702045 	53.824855 	53.857603 	43.384283 	33.353477 	
13 	32.303637 	29.850072 	31.151793 	51.249348 	60.806563 	48.949345 	44.808906 	49.869774 	59.637683 	57.790361 	40.520180 	27.584016 	
14 	38.672127 	35.783061 	36.461636 	54.582772 	60.957817 	48.382262 	44.803214 	49.561883 	57.996643 	55.221131 	39.326565 	28.797160 	
15 	140.733627 	83.034347 	54.865915 	61.861876 	65.076927 	47.388665 	40.473740 	45.409611 	56.485853 	54.449939 	34.531614 	19.883012 	
16 	24.177286 	24.674612 	28.187606 	52.684873 	65.013690 	51.143313 	46.327490 	52.216925 	63.317373 	60.473267 	39.844954 	25.115882 	
17 	111.297918 	68.943817 	50.241828 	59.637015 	63.686584 	49.374266 	43.292200 	47.238336 	56.979862 	55.905530 	38.923807 	25.029220 	
18 	48.915979 	36.817022 	34.148251 	39.231594 	42.462011 	39.380016 	38.103135 	39.694038 	43.365465 	43.842056 	38.845560 	34.016718 	
19 	45.592973 	29.815711 	32.387082 	54.044220 	55.901398 	44.855252 	45.427436 	52.109316 	61.200175 	59.010174 	45.593471 	36.280174 	
20 	35.882619 	31.862775 	31.826342 	47.107485 	54.924177 	46.111800 	42.930618 	46.955700 	54.950449 	54.059904 	40.721394 	30.183056 	
21 	40.193562 	37.515518 	36.870710 	47.080986 	49.637307 	42.146063 	40.371279 	43.192174 	48.099650 	46.492273 	37.624233 	31.765048 	
22 	39.885252 	37.468707 	37.109541 	49.187023 	55.561485 	48.144927 	45.257307 	48.267650 	54.624202 	53.750769 	42.658023 	33.753400 	
23 	60.602283 	44.749485 	40.589691 	44.238068 	47.303736 	44.763747 	43.045808 	43.943938 	47.293199 	48.247861 	43.678333 	38.081261 	
24 	150.550454 	90.617276 	59.215648 	58.992331 	60.604026 	48.027437 	41.826668 	44.503593 	52.956352 	52.756687 	38.427761 	25.612298 	
25 	41.600498 	32.293564 	29.089415 	47.556939 	56.873086 	43.546657 	38.724864 	44.038580 	54.648296 	52.834194 	34.377855 	20.829475 	
26 	73.454168 	37.117437 	42.077734 	90.321153 	83.983918 	49.688086 	49.379374 	63.380763 	80.598047 	68.683047 	33.732275 	15.818191 	
27 	37.749127 	29.900034 	31.443217 	47.374521 	51.308186 	45.247454 	45.794241 	50.847757 	58.340923 	58.382510 	49.414587 	41.515677 	
28 	38.201029 	31.136880 	32.312062 	50.694264 	54.687442 	46.725351 	46.732501 	52.183299 	60.562719 	59.985892 	48.781996 	39.245636 	
29 	46.562754 	35.780616 	36.459780 	52.073477 	55.978211 	49.559130 	49.574577 	54.283865 	61.692250 	61.639111 	52.257358 	43.705127 	
30 	34.026258 	28.654034 	30.524447 	50.680655 	55.182199 	46.803783 	46.983844 	52.956891 	61.976749 	61.334982 	49.306916 	39.088565 	
31 	37.239770 	31.623472 	32.780801 	47.546421 	51.829915 	46.601867 	47.015890 	51.668935 	58.827297 	59.231767 	51.014299 	43.320503 	
32 	104.185942 	59.062947 	45.892843 	70.537487 	75.790126 	58.415092 	53.251246 	60.102903 	73.577862 	71.884997 	50.342976 	30.851651 	
33 	45.537016 	36.972367 	37.046057 	54.289626 	59.107469 	51.897972 	51.315260 	56.171676 	64.354527 	64.315810 	53.455012 	43.072897 	
34 	38.348369 	27.749366 	28.540686 	47.421173 	50.477659 	41.059559 	40.769078 	46.303313 	54.738112 	53.350829 	41.199886 	32.151730 	
35 	65.077620 	45.154132 	43.801045 	58.502279 	62.263040 	55.140727 	54.072885 	58.095418 	65.340049 	65.195840 	55.112919 	45.316178 	
36 	33.241917 	27.626214 	29.434815 	47.127907 	52.918416 	47.195570 	47.525983 	52.825229 	61.158421 	61.677264 	51.894474 	42.410686 	
37 	30.519894 	25.976321 	24.480190 	33.399842 	37.868859 	34.264986 	33.326635 	35.988080 	41.245068 	41.935696 	35.691561 	29.643447 	
38 	28.013901 	27.244279 	28.843281 	44.943264 	51.351917 	47.065208 	47.391057 	52.215154 	60.084684 	61.211753 	52.711433 	43.729365 	
39 	34.936706 	30.106116 	30.938573 	45.843039 	52.032325 	47.939728 	47.961046 	52.348331 	59.828172 	61.028116 	52.903914 	44.035297 	
40 	54.622018 	39.169073 	37.672045 	50.615009 	55.032002 	49.505666 	48.472684 	51.989272 	58.718734 	59.217372 	50.615243 	41.719680 	
41 	33.087671 	29.588994 	30.540074 	44.255556 	49.784170 	46.123948 	46.467939 	50.740207 	57.735902 	58.947378 	51.756675 	44.015433 	
42 	53.925984 	38.555588 	30.422947 	36.872158 	44.179273 	41.252946 	38.707652 	40.685304 	47.000880 	48.931669 	40.962765 	31.115966 	
43 	36.512781 	32.167481 	32.796318 	47.378866 	52.805990 	48.258376 	48.291738 	52.658969 	59.950505 	60.867166 	52.694177 	44.123740 	
44 	36.667559 	30.829953 	31.140098 	46.403251 	52.638991 	48.038061 	47.723850 	52.079118 	59.725608 	60.837111 	52.054529 	42.223413 	
45 	35.641057 	30.942445 	31.426328 	46.543453 	52.705701 	48.247133 	48.052520 	52.417392 	59.993229 	61.111284 	52.560205 	43.171592 	
46 	41.742995 	33.222791 	34.546538 	54.578001 	58.691242 	49.770436 	49.662895 	55.503982 	64.465614 	63.609424 	51.194255 	40.623804 	
47 	34.127607 	30.175135 	31.022974 	45.962471 	52.099534 	47.964773 	48.012543 	52.431075 	59.919946 	61.103037 	52.955225 	44.077698 	
48 	6.431567 	4.286061 	5.602941 	12.244133 	12.617272 	9.461713 	10.091483 	12.452578 	15.327796 	14.813407 	11.271217 	9.295946 	
49 	37.124334 	33.911528 	36.562812 	63.963328 	65.518750 	50.347269 	50.374418 	58.403555 	69.495989 	65.939169 	47.883803 	35.280996 	
50 	34.387188 	32.022034 	32.489468 	47.313482 	53.238202 	48.784718 	48.626273 	52.936726 	60.382513 	61.441779 	53.065264 	44.004888 	
51 	44.523798 	32.975031 	26.698478 	32.302479 	39.221109 	37.443618 	35.793813 	37.813530 	43.520710 	45.514369 	38.915727 	30.563217 	
52 	35.551336 	32.652007 	33.035776 	47.562966 	53.337956 	48.927474 	48.768677 	53.008789 	60.338667 	61.384830 	53.156416 	44.263685 	
53 	94.088142 	53.745557 	46.898333 	79.645911 	79.334401 	55.426392 	52.658073 	62.428563 	77.272998 	71.729261 	45.363708 	26.569035 	
54 	31.287160 	30.235331 	31.011931 	46.046554 	52.205738 	47.973776 	47.958828 	52.372665 	59.899849 	61.059591 	52.785418 	43.779635 	
55 	34.882990 	32.082701 	32.456938 	47.336604 	53.340735 	48.850588 	48.620410 	52.910710 	60.391946 	61.464977 	52.994420 	43.776633 	
56 	33.181784 	30.828610 	31.422668 	46.555072 	52.689151 	48.258196 	48.121778 	52.512439 	60.081700 	61.187156 	52.695740 	43.460919 	
57 	67.246330 	58.393620 	53.847327 	64.726676 	67.478607 	60.344469 	57.964766 	60.507534 	66.568052 	66.486061 	57.076487 	47.095293 	
58 	47.477315 	38.058517 	34.449222 	54.825257 	63.691987 	46.331656 	40.083645 	45.707244 	57.007780 	53.605207 	31.871064 	17.320611 	
59 	108.728033 	27.994789 	33.441726 	72.849083 	71.806971 	48.031663 	48.520716 	60.143625 	74.851447 	67.768716 	41.278762 	24.971686 	
60 	34.996373 	31.694881 	31.984350 	47.178677 	53.283355 	48.613327 	48.301834 	52.645038 	60.254549 	61.311604 	52.546175 	42.906751 	
61 	45.755624 	37.924080 	36.785634 	50.987570 	56.316321 	50.858928 	49.862369 	53.700745 	60.994712 	61.727522 	52.621244 	42.869381 	
62 	118.929862 	75.891745 	67.905942 	76.046279 	76.635691 	67.717407 	63.852790 	65.206283 	70.331245 	69.501790 	59.449662 	48.907606 	
63 	27.346361 	22.947893 	26.125897 	57.162673 	67.963324 	55.035078 	50.930131 	57.586115 	70.669656 	70.074774 	50.307363 	31.094647 	
64 	34.327959 	31.404313 	31.649393 	46.988153 	52.460699 	47.163120 	46.841565 	51.248338 	58.832030 	59.528052 	50.476645 	41.224405 	
65 	35.054154 	32.317250 	32.604709 	47.476824 	53.452789 	48.897534 	48.623381 	52.897458 	60.379716 	61.435718 	52.904577 	43.611048 	
66 	126.750081 	46.523886 	50.083242 	97.465085 	90.657754 	56.034706 	55.292313 	69.031023 	86.150043 	74.500823 	39.277036 	19.780929 	
67 	34.421388 	31.906483 	32.244369 	47.171665 	53.223177 	48.711186 	48.446095 	52.730796 	60.236568 	61.315008 	52.790189 	43.497448 	
68 	32.655157 	29.979976 	30.699519 	46.044094 	52.315404 	47.918022 	47.819744 	52.275154 	59.924724 	61.062760 	52.516278 	43.189870 	
69 	33.048681 	29.483377 	28.686807 	42.241758 	47.426348 	42.428494 	41.654688 	45.415788 	52.414452 	53.165386 	44.725829 	36.200690 	
70 	114.904727 	77.061530 	61.195372 	94.034797 	86.737846 	55.137507 	52.108884 	63.511511 	79.652697 	71.236150 	40.094693 	20.344876 	
71 	137.657871 	83.938241 	74.180148 	81.207527 	80.788736 	70.872521 	66.270075 	67.129264 	71.924472 	70.743040 	60.191338 	49.089839 	
72 	47.341194 	34.366588 	26.435060 	29.336316 	34.308448 	31.289350 	29.030689 	30.459008 	35.491776 	36.861664 	30.440807 	23.315388 	
73 	34.858770 	31.654478 	31.905395 	46.949966 	53.049508 	48.456047 	48.140090 	52.441511 	60.001810 	61.084916 	52.414076 	42.847041 	
74 	34.551236 	32.005008 	32.278006 	47.264062 	53.341026 	48.770709 	48.460595 	52.742706 	60.277204 	61.350678 	52.738417 	43.323631 	
75 	76.909250 	56.103081 	51.961154 	63.350687 	66.559162 	59.675186 	57.465892 	60.202931 	66.499923 	66.576635 	57.189320 	47.172399 	
76 	34.447325 	31.747859 	32.147000 	47.281563 	53.479405 	48.981509 	48.726734 	53.067672 	60.659070 	61.778357 	53.159618 	43.653311 	
77 	24.566038 	23.922637 	25.915000 	42.302051 	49.540434 	45.875416 	46.261299 	51.107083 	59.119907 	60.572075 	52.258902 	43.094370 	
78 	40.924854 	39.247033 	44.973948 	95.280388 	89.033376 	53.957671 	53.828169 	68.476990 	86.326475 	74.463996 	38.169581 	17.885734 	
79 	118.266909 	50.262445 	49.463705 	76.873672 	75.856349 	56.751208 	55.116360 	62.711492 	73.841602 	68.826159 	47.894778 	33.360069 	
80 	36.970581 	32.980867 	32.939943 	52.068813 	55.668924 	46.152823 	45.409135 	50.797146 	59.502831 	58.431640 	45.724255 	35.185609 	
81 	36.011437 	32.936556 	32.959635 	47.949760 	53.984837 	49.233453 	48.783398 	53.015233 	60.566406 	61.598036 	52.799457 	43.139850 	
82 	39.816031 	36.221635 	35.780179 	50.280156 	55.951811 	50.974005 	50.325755 	54.361577 	61.734808 	62.642585 	53.838473 	44.268050 	
83 	34.896207 	32.012244 	32.209479 	47.263985 	53.375191 	48.743097 	48.383241 	52.664630 	60.233283 	61.305869 	52.592410 	43.012341 	
