Columnas: {
 Generacion
 Mejor en la historia
 Generacion del mejor en la historia
 Mejor en generacion actual
 Peor en generacion actual
 Media
 Desviacion estandar
 Medida OnLine
 MedidaOffLine
}
    0	 58760.026875	    0	 58760.026875	580356.848464	254329.483582	 82003.004202	254329.483582	 58760.026875	
    1	 12596.942302	    1	 12596.942302	417542.439197	175636.517915	 59262.689855	214983.000748	 35678.484589	
    2	 10740.345735	    2	 10740.345735	349102.505780	119702.092791	 44283.694590	183222.698096	 27365.771637	
    3	 10740.345735	    2	 10740.345735	234864.295681	 82232.943676	 33849.079759	157975.259491	 23209.415162	
    4	  6638.763853	    4	  6638.763853	155824.820300	 54809.700253	 25554.570871	137342.147643	 19895.284900	
    5	  3291.126703	    5	  3291.126703	151394.456137	 35819.885842	 19245.894988	120421.770676	 17127.925200	
    6	  2242.942305	    6	  2242.942305	128592.270667	 23700.802183	 15171.078934	106604.489463	 15001.499072	
    7	  1644.124662	    7	  1644.124662	 95557.522444	 15909.583865	 11955.920659	 95267.626263	 13331.827271	
    8	  1219.634121	    8	  1219.634121	102208.040469	 10984.995571	 10824.631541	 85902.889520	 11986.028032	
    9	   959.160801	    9	   959.160801	 90861.402315	  8467.706022	 11016.930548	 78159.371170	 10883.341309	
   10	   671.298195	   10	   671.298195	 92564.771459	  6156.529247	  9634.235747	 71613.658268	  9954.973753	
   11	   533.248626	   11	   533.248626	 79318.237817	  5284.935710	 10295.339990	 66086.264721	  9169.829993	
   12	   381.662738	   12	   381.662738	 72695.968596	  3940.252144	  8387.485253	 61305.802215	  8493.817127	
   13	   215.092310	   13	   215.092310	104613.371821	  3841.960566	  9646.066938	 57201.242098	  7902.479640	
   14	   173.879243	   14	   173.879243	 95158.227511	  3860.192050	 10487.494005	 53645.172094	  7387.239613	
   15	   173.879243	   14	   173.879243	 79269.573381	  3553.144589	  9713.144264	 50514.420375	  6936.404590	
   16	   152.491159	   16	   152.491159	113605.840243	  3500.898135	 10314.409466	 47748.919067	  6537.350859	
   17	   147.235580	   17	   147.235580	 72280.379234	  3012.565016	  9217.893371	 45263.566064	  6182.344455	
   18	   136.860366	   18	   136.860366	 62760.947799	  2823.073615	  8630.302221	 43029.855935	  5864.161082	
   19	   101.953319	   19	   101.953319	103216.395898	  3058.254644	 10173.547321	 41031.275871	  5576.050693	
   20	    92.153949	   20	    92.153949	 64488.433234	  2832.397810	  9438.134964	 39212.281677	  5314.912753	
   21	    78.696488	   21	    78.696488	 70852.986909	  2769.870473	  9168.728316	 37555.808441	  5076.902923	
   22	    69.214281	   22	    69.214281	 66631.094003	  3076.161307	  9774.015980	 36056.693348	  4859.177330	
   23	    57.205472	   23	    57.205472	103381.530809	  2546.977960	  9198.508514	 34660.455207	  4659.095169	
   24	    57.205472	   23	    57.205472	 82310.446106	  2341.817649	  8806.977118	 33367.709705	  4475.019581	
   25	    55.113805	   25	    55.113805	 76092.276592	  2840.422940	  9912.594986	 32193.583291	  4305.023205	
   26	    50.690215	   26	    50.690215	121577.566393	  3171.591360	 10657.796060	 31118.694701	  4147.455317	
   27	    42.624417	   27	    42.624417	 78682.417631	  2597.282254	  9589.343703	 30100.072827	  4000.854213	
   28	    42.624417	   27	    42.624417	 78042.951721	  2753.482466	  9705.910280	 29157.086953	  3864.363531	
   29	    34.875423	   29	    34.875423	 88381.668319	  2776.709145	  9849.753524	 28277.741026	  3736.713927	
   30	    34.875423	   29	    34.875423	 80776.814895	  3002.167267	  9959.654953	 27462.399937	  3617.299782	
   31	    34.875423	   29	    34.875423	 78275.858498	  2978.826591	  9480.735839	 26697.288270	  3505.349020	
   32	    31.799623	   32	    31.799623	 80702.725492	  3367.822129	 10843.665906	 25990.334751	  3400.089948	
   33	    29.538106	   33	    29.538106	 62989.914773	  3128.551206	  9972.668788	 25317.929352	  3300.956070	
   34	    26.734530	   34	    26.734530	 88913.847830	  3100.170538	 10544.674581	 24683.136243	  3207.406883	
   35	    26.734530	   34	    26.734530	 98711.076847	  2760.457038	  9821.465906	 24074.172932	  3119.054873	
   36	    25.961124	   36	    25.961124	 62955.647594	  2306.890184	  8101.982853	 23485.867993	  3035.457745	
   37	    23.992538	   37	    23.992538	 92176.611742	  2923.064119	  9663.630053	 22944.741575	  2956.208661	
   38	    23.254712	   38	    23.254712	103852.885320	  3268.065562	 10791.360549	 22440.211421	  2881.004713	
   39	    22.158748	   39	    22.158748	 90466.766496	  3045.585988	 10541.800190	 21955.345785	  2809.533564	
   40	    21.923371	   40	    21.923371	 91276.652487	  2888.153754	  9581.027225	 21490.292321	  2741.543072	
   41	    21.577088	   41	    21.577088	 63954.695243	  2570.205745	  9525.465597	 21039.814069	  2676.781977	
   42	    20.938181	   42	    20.938181	 66988.124595	  2577.988219	  9142.831704	 20610.469282	  2615.018168	
   43	    20.428908	   43	    20.428908	101542.325125	  2764.082551	 10076.088054	 20204.869583	  2556.050230	
   44	    20.056966	   44	    20.056966	 64000.830401	  2383.916865	  8950.558428	 19808.848412	  2499.694824	
